CITIZEN,GEO,Y2015M01,Y2015M02,Y2015M03,Y2015M04,Y2015M05,Y2015M06,Y2015M07,Y2015M08,Y2015M09,Y2015M10,Y2015M11,Y2015M12
Comoros,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Comoros,Denmark,0,0,0,0,0,0,0,0,0,0,,
Comoros,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Comoros,Finland,0,0,0,0,0,0,0,0,0,0,0,
Comoros,France,15,40,55,30,30,45,30,30,25,30,,
Comoros,Germany,5,0,0,0,0,0,0,0,0,0,0,0
Comoros,Greece,0,0,0,0,10,0,0,0,0,0,,
Comoros,Hungary,25,5,15,15,5,20,45,0,0,0,0,
Comoros,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Comoros,Ireland,0,0,0,0,0,0,0,0,0,0,,
Comoros,Italy,0,0,0,0,0,0,0,0,0,0,0,
Comoros,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Comoros,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Comoros,Malta,0,0,0,0,0,0,0,0,0,,,
Comoros,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Comoros,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,Poland,0,0,0,0,0,0,0,0,0,0,0,
Comoros,Portugal,0,0,0,0,0,0,0,0,0,0,,
Comoros,Romania,0,0,0,0,0,0,0,0,0,0,,
Comoros,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Comoros,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,Spain,0,0,0,0,0,0,0,0,0,,,
Comoros,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Comoros,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Comoros,UK,0,0,0,0,0,0,0,0,0,0,,
Congo,Austria,5,0,0,5,0,0,0,10,0,0,,
Congo,Belgium,0,0,0,0,0,0,0,0,0,5,0,
Congo,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Congo,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Congo,Cyprus,0,0,0,0,5,0,0,0,0,5,,
Congo,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Congo,Denmark,0,0,0,0,0,0,0,0,0,0,,
Congo,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Congo,Finland,0,0,0,0,0,0,0,0,0,0,0,
Congo,France,35,50,75,55,45,40,65,55,55,70,,
Congo,Germany,5,5,5,10,5,5,5,5,0,5,0,0
Congo,Greece,5,5,5,0,0,5,0,0,0,0,,
Congo,Hungary,10,0,5,0,60,260,235,60,20,0,5,
Congo,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Congo,Ireland,0,0,0,0,0,0,0,0,0,0,,
Congo,Italy,10,5,5,5,0,5,5,10,5,20,5,
Congo,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Congo,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Congo,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Congo,Malta,0,0,0,0,0,0,0,0,0,,,
Congo,Netherlands,5,5,10,5,5,5,0,0,5,5,,
Congo,Norway,0,0,0,0,0,0,0,0,0,0,0,5
Congo,Poland,0,0,0,0,0,0,0,0,0,0,0,
Congo,Portugal,0,0,0,0,0,0,5,0,0,0,,
Congo,Romania,0,0,0,0,0,0,0,0,0,5,,
Congo,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Congo,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Congo,Spain,0,0,0,0,0,0,0,0,0,,,
Congo,Sweden,0,0,0,0,0,5,5,15,0,5,5,
Congo,Switzerland,0,0,0,0,0,5,0,0,0,0,0,
Congo,UK,5,0,0,0,0,0,5,0,0,5,,
Costa Rica,Austria,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Denmark,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Finland,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,France,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Greece,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Ireland,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Italy,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Malta,0,0,0,0,0,0,0,0,0,,,
Costa Rica,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Poland,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Portugal,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Romania,0,0,0,0,0,0,0,0,0,0,,
Costa Rica,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Spain,0,0,0,0,0,0,5,0,0,,,
Costa Rica,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Costa Rica,UK,0,0,0,0,0,0,0,0,0,0,,
Côte d'Ivoire,Austria,0,0,5,10,0,5,5,5,5,5,,
Côte d'Ivoire,Belgium,5,15,10,10,10,10,10,5,15,5,10,
Côte d'Ivoire,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Côte d'Ivoire,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Côte d'Ivoire,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Côte d'Ivoire,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Côte d'Ivoire,Denmark,0,0,5,0,0,0,0,0,0,0,,
Côte d'Ivoire,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Côte d'Ivoire,Finland,0,0,0,0,0,0,0,0,0,0,0,
Côte d'Ivoire,France,55,110,80,90,80,105,110,105,125,170,,
Côte d'Ivoire,Germany,20,30,40,45,35,55,60,70,70,60,30,50
Côte d'Ivoire,Greece,10,5,5,5,5,5,5,5,0,0,,
Côte d'Ivoire,Hungary,25,20,25,25,30,65,60,30,10,0,0,
Côte d'Ivoire,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Côte d'Ivoire,Ireland,0,0,0,0,0,0,0,0,0,0,,
Côte d'Ivoire,Italy,160,165,255,240,255,260,305,315,435,305,250,
Côte d'Ivoire,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Côte d'Ivoire,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Côte d'Ivoire,Malta,0,15,5,5,0,0,0,0,0,,,
Côte d'Ivoire,Netherlands,5,5,5,5,5,5,5,0,0,0,,
Côte d'Ivoire,Norway,0,0,0,0,0,0,0,0,0,0,5,0
Côte d'Ivoire,Poland,0,0,0,0,0,0,0,0,0,0,0,
Côte d'Ivoire,Portugal,0,0,0,0,0,0,0,0,0,0,,
Côte d'Ivoire,Romania,0,0,0,0,0,0,0,0,0,0,,
Côte d'Ivoire,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Côte d'Ivoire,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Côte d'Ivoire,Spain,5,0,10,10,5,5,10,5,5,,,
Côte d'Ivoire,Sweden,0,0,5,0,0,5,5,5,5,5,5,
Côte d'Ivoire,Switzerland,5,5,15,5,0,5,5,15,10,10,5,
Côte d'Ivoire,UK,0,5,10,5,0,5,0,5,0,5,,
Croatia,Austria,0,0,0,0,0,0,0,0,0,0,,
Croatia,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Croatia,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Croatia,Denmark,0,0,0,0,0,0,0,0,0,0,,
Croatia,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Finland,0,0,0,0,0,0,0,0,0,0,0,
Croatia,France,0,0,0,0,0,0,0,0,0,0,,
Croatia,Germany,0,0,0,5,0,5,0,5,0,0,0,0
Croatia,Greece,0,0,0,0,0,0,0,0,0,0,,
Croatia,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Ireland,0,0,0,0,0,0,0,0,0,0,,
Croatia,Italy,,,,,,,,0,0,0,0,
Croatia,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Croatia,Malta,0,0,0,0,0,0,0,0,0,,,
Croatia,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Croatia,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Poland,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Portugal,0,0,0,0,0,0,0,0,0,0,,
Croatia,Romania,0,0,0,0,0,0,0,0,0,0,,
Croatia,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Croatia,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Spain,0,0,0,0,0,0,0,0,0,,,
Croatia,Sweden,0,0,5,0,0,0,0,5,0,0,0,
Croatia,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Croatia,UK,0,0,0,0,0,0,0,0,0,0,,
Cuba,Austria,0,0,0,5,0,10,0,0,5,0,,
Cuba,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Cuba,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Cuba,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Cuba,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Cuba,Czech Rep.,20,15,50,5,5,5,5,5,10,5,,
Cuba,Denmark,0,0,0,0,0,0,0,0,0,0,,
Cuba,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Cuba,Finland,0,0,0,0,0,0,0,0,0,0,0,
Cuba,France,0,0,5,5,0,5,5,0,5,0,,
Cuba,Germany,0,5,5,0,10,10,20,10,5,10,15,5
Cuba,Greece,0,0,0,0,0,0,0,0,0,0,,
Cuba,Hungary,20,35,25,20,30,15,10,10,5,0,0,
Cuba,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Cuba,Ireland,0,0,0,0,0,0,0,0,0,0,,
Cuba,Italy,5,0,5,0,5,5,5,0,0,10,5,
Cuba,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Cuba,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Cuba,Malta,0,0,0,0,0,0,0,0,0,,,
Cuba,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Cuba,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,Poland,0,5,0,0,0,0,0,0,0,0,0,
Cuba,Portugal,0,0,0,0,0,0,0,0,0,0,,
Cuba,Romania,0,0,0,0,0,0,0,0,0,0,,
Cuba,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Cuba,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,Spain,0,0,5,5,0,5,5,0,5,,,
Cuba,Sweden,5,5,5,5,0,5,5,0,5,5,5,
Cuba,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Cuba,UK,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Austria,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Denmark,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Finland,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,France,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Czech Rep.,Greece,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Ireland,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Italy,,,,,,,,0,0,0,0,
Czech Rep.,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Czech Rep.,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Malta,0,0,0,0,0,0,0,0,0,,,
Czech Rep.,Netherlands,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Norway,0,0,0,0,0,0,0,0,0,0,0,0
Czech Rep.,Poland,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Portugal,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Romania,0,0,0,0,0,0,0,0,0,0,,
Czech Rep.,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
Czech Rep.,Spain,0,0,0,0,0,0,0,0,0,,,
Czech Rep.,Sweden,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,Switzerland,0,0,0,0,0,0,0,0,0,0,0,
Czech Rep.,UK,0,0,0,0,0,0,0,0,0,0,,
DR Congo,Austria,10,0,5,5,5,5,30,15,20,5,,
DR Congo,Belgium,70,35,70,45,35,55,45,80,80,85,90,
DR Congo,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
DR Congo,Croatia,0,0,0,0,0,0,0,0,0,0,0,
DR Congo,Cyprus,0,0,0,0,0,0,0,0,0,0,,
DR Congo,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
DR Congo,Denmark,0,0,0,0,0,0,0,0,0,5,,
DR Congo,Estonia,0,0,0,0,0,0,0,0,0,0,0,
DR Congo,Finland,0,0,0,0,0,10,0,5,0,0,0,
DR Congo,France,275,340,320,375,295,300,300,250,345,435,,
DR Congo,Germany,15,15,10,10,15,25,10,25,30,10,0,5
DR Congo,Greece,10,20,10,10,10,15,10,10,5,5,,
DR Congo,Hungary,0,25,15,30,50,105,95,55,25,0,0,
DR Congo,Iceland,0,0,0,0,0,0,0,0,0,0,0,
DR Congo,Ireland,5,10,0,5,5,5,5,0,5,5,,
DR Congo,Italy,15,10,5,10,5,5,5,20,10,15,10,
DR Congo,Latvia,0,0,0,0,0,0,0,0,5,0,0,
DR Congo,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
DR Congo,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
DR Congo,Malta,0,0,0,0,0,0,0,0,0,,,
DR Congo,Netherlands,0,0,0,0,0,0,0,0,0,0,,
DR Congo,Norway,0,0,0,0,0,0,0,0,5,0,0,0
DR Congo,Poland,0,0,0,0,0,0,0,0,0,0,0,
DR Congo,Portugal,0,0,5,0,0,5,0,0,0,0,,
DR Congo,Romania,0,0,0,0,0,0,0,0,0,0,,
DR Congo,Slovakia,0,0,0,0,0,0,0,0,0,0,0,
DR Congo,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0
DR Congo,Spain,0,5,0,0,0,0,0,0,0,,,
DR Congo,Sweden,5,5,0,5,5,5,5,0,5,0,5,
DR Congo,Switzerland,10,10,10,15,15,10,10,10,10,35,20,
DR Congo,UK,25,30,15,15,10,15,10,20,20,20,,
Denmark,Austria,0,0,0,0,0,0,0,0,0,0,,
Denmark,Belgium,0,0,0,0,0,0,0,0,0,0,0,
Denmark,Bulgaria,0,0,0,0,0,0,0,0,0,0,0,
Denmark,Croatia,0,0,0,0,0,0,0,0,0,0,0,
Denmark,Cyprus,0,0,0,0,0,0,0,0,0,0,,
Denmark,Czech Rep.,0,0,0,0,0,0,0,0,0,0,,
Denmark,Denmark,0,0,0,0,0,0,0,0,0,0,,
Denmark,Estonia,0,0,0,0,0,0,0,0,0,0,0,
Denmark,Finland,0,0,0,0,0,0,0,0,0,0,0,
Denmark,France,0,0,0,0,0,0,0,0,0,0,,
Denmark,Germany,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Greece,0,0,0,0,0,0,0,0,0,0,,
Denmark,Hungary,0,0,0,0,0,0,0,0,0,0,0,
Denmark,Iceland,0,0,0,0,0,0,0,0,0,0,0,
Denmark,Ireland,0,0,0,0,0,0,0,0,0,0,,
Denmark,Italy,,,,,,,,0,0,0,0,
Denmark,Latvia,0,0,0,0,0,0,0,0,0,0,0,
Denmark,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,Luxembourg,0,0,0,0,0,0,0,0,0,0,,
Denmark,Malta,0,0,0,0,0,0,0,0,0,,,
Denmark,Netherlands,0,0,0,0,0,0,0,0,0,0,,
